class,tweet
True,"Macc &amp; Cheese 
Maccin these bitches &amp; Makin my Cheese&#128514;&#128557;&#128514;"
False,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials"
False,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
True,Mad that it's a pussy gym and full of fuck people
True,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.
True,Made one of my all time favorites look like a bitch on the grandest stage of em all
False,Madea and this old hillbilly are hilarious together.
False,Magellan? You suck at trash talk. @physguy2 @submix8c
True,Magic 8 ball are these hoes loyal? http://t.co/G77bWIaX7f
False,Majority of it is trash anyway.
True,Majority of the hoes on this gram instafrontin http://t.co/3Nn47QAS
False,"Majority of the time, a woman's story is trash anyway..."
True,Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz
True,"Make sure that pussy clean 
Cuz ima eat until you scream"
True,Make up artists = cover up for selling pussy or second gig for bartenders or students
True,Make your first impression with me the best or like Nino Brown ima cancel that bitch
True,Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;
True,Makeup be saving alot of these bitches from being single
True,Makeup save you hoes
False,Making brownies
False,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA
True,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
True,Man I can't stop looking at this hoe twerking on my Facebook
True,Man I do have hoes and they are all in the same location &#128589;
True,Man I hope she don't think I think she a hoe. @lezgnik
True,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here
True,Man I rather see the morning selfies of bitches who dont change they look with the case of the Mondays then see the jay/bey poster. Ijs.
True,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
True,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with."
True,Man I wish this bitch would just STFU!!!
True,Man I'm tired of dealing with these hoes but my dick not
True,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
True,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash
False,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR
True,Man bitches love Beyonce....no punch line
True,Man dude next to me got 2 of the worst looking hoes I ever seen but hey it is 2
True,"Man fuck these bitch ass niggas, how y'all doin?"
True,Man heartburn is a bitch
True,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
True,"Man if that bitch dont call me back for the job cuhh, uma be snapping."
False,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
False,Man in zebra print dress robs bank http://t.co/3xaPAYzbge
True,Man it's some bad built bitches in San Antonio.....&amp; if u can't wear a thong on the beach yo ass bet not retweet this
True,Man my bitch is beautiful Helen of Troy.
True,Man stop acting like faggots and go for the WIN! @Kaepernick7
False,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.
True,Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.
True,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY
True,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass
True,Man there's a lot of fat bitches here
True,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at"
True,"Man these hoes so familiar, one minute on the team next minute they ain't witcha"
True,Man this bitch smells like cheap lip stick
True,Man who da fuck let this hoe in the background looking like a got damn Zebra #BETAwards
True,Man why do these hoes even bother wearing clothes when they're going out like that.
True,Man why the ugliest bitches talk the most.
True,"Man, I got fucked within an inch of my life this evening, I'm so unbothered by that bitch &#128553;&#128514;&#128514; #carryon"
True,"Man, I'm wish big booty bytches would use some other nickname other than Judy... Shy is so typical and old.."
True,"Man, aunt petunia is a royal bitch."
False,"Man, that is a serious shiner Chara's sporting. Yowza."
True,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up
True,Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks
False,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
True,Mann that pussy #ThrowBack
True,Mann.. Jada Pickett was a badddddd bitch #Lawd
False,Mannnn tonight feels like trash.
True,Mannnnnn these hoes aint loyal
False,Manual labor so trash
False,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot
True,Maple Room bitch SACTO STYLE
True,Marca got so many hoes she confused on what to do
True,Marcus Colston so damn trash.
False,Marcus Smart belongs on the Celtics. Both trash. It was destiny.
True,Marcus is in this hoe schleeeeeeeeeeppppppp
True,Marijuana turn good pussy great..
True,"Marijuana, hydro, pussy hoe, ass titties"
True,Marilyn Monroe set the standard for what hoes can achieve in society
False,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
True,Married a skinny bitch but trickin wit a thick bitch.. She got sum big hips I call that boa a hypocrite
True,"Mary Jane is a dumb bitch
Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play"
False,"Mata'i ngeli, alu o polosi ho nifo.."
True,Math is forever confusing to me #retard
True,Matt cancer free gotta hoes throw him some booty before his bedtime
True,Matt got the shades on tryin to scope a bitch http://t.co/Ywaq3Hg0WF
True,"Maury is funny sometimes, but the ratchet hoes on there need to get knocked the fuck out!"
False,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s"
False,"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot"
False,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk
True,Maybe I don't text you first because you read my messages and don't respond. &#128529;&#128529;&#128529; k bitch. @NCPostGrad
True,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches
True,"Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe."
True,Maybe I'm just some bitter ass nigguh like Obito
True,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through."
True,Maybe if you weren't such a conceited bitch more people would like you.
True,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit
True,"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?"
True,Maybe you should eat makeup so you can be pretty on the inside also bitch.
True,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
False,"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees"
False,McDonald's is hella trash to me now
True,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
True,Me &amp; Elizabeth are down bitches.
True,Me &amp; Lew differ on philosophy I say smack that bitch bet she watch her mouf
False,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC
True,Me &amp; my next bitch gone turn up on the fashion side. &amp; we ain't wearing nun of that designer shit. That shit basic af
True,Me and Bryan still out this bitch
True,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies
True,Me and my big ol titty bitch @saverearose http://t.co/hGmdurJFYT
True,Me and my bitch http://t.co/AsYjv2K4Tt
True,Me and my bitch song #IfIHadMe1 http://t.co/Qlt02eLfAf
True,Me and my homie @hou_hefner ROCKIN that bitch all night #MeetUsHere NOW&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039; http://t.co/06olvik6lD
True,"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days"
True,Me and my nigguh stay doin it
False,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc
True,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care
False,Me gusta pollo so espa&#241;ol that. Lol. &#127831;
True,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!
True,"Me to @sarayeagley ""Caffenate me, bitch"" because I don't know how to use Dave's coffee maker #struggles #CLEadventures"
True,"Me when folks try to come for me. &#128514; Ok hoe, cool! http://t.co/QduFiVVwHa"
True,Me. RT @OfficialCNote: coolin with all my hoes http://t.co/vCME41IsMg
True,"Me: ""Mom, honestly, thank you for making me a bad bitch."" 
Mom: ""You've gotta stop."""
False,"Me: downloads flappy bird*
Sierra: ""welp there goes school"""
True,Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... http://t.co/158FCOn7SD
False,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC
True,Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;
True,Meek mill said get yo game up before you lose yo bitch damn lol
False,"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv"
True,Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.
True,Mei Haruka is tied up and takes three cocks in her pussy and&#160;mouth http://t.co/jNcMCZEFSs
True,Melo should've got the bitch for the east
True,"Member when bitches put ""le"" in front of everything. You not foreign mf &#128514;"
True,Members of non-traditional religions are all sub-human trash.
False,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn
False,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn
True,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN
True,Merry Christmas to all y'all bitches and hoes
True,"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa"
True,"Messy ass hoes , ain't your fucking friend !"
True,"Messy asss bitches , I would blast yall dumb bitches but i'm not even gon stoop to yalls level"
True,"Met a bad bitch from Chicago. My hat wasn't cocked, yo."
True,Met a foreign bitch at Wesley . &#128064;&#128064; she better call me
False,Met a woman who was trying to feed a crow a Brazil nut
True,"Met this bitch online. Call her my ""e-bae"""
True,Mfs don't care about tha kid except a few of my niggas &amp; my bitch
True,"Mfs see a picture of a couple walking on the stairs together &amp; caption it ""Goals&#128525;&#128588;"", bitch all they doing is going down the stairs"
False,Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...
True,MiMi was so worried bout Stevie J marriage that bitch ain't even realize she made a sex tape with a married man
True,"MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;"
True,Miami bitches
False,Miami's run defense is Alex Smith trash.
True,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
True,Michigan is a big state. The hoes on Twitter and Instagram make just it smaller.
True,Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever
True,Might buy your bitch a bag this weekend idk
True,Miley Cyrus got the hardest song in the club &#128514;&#128514;&#128514;&#128514; j's ain't on my feet tho these hoes love these boots &#9996;&#65039;&#9996;&#65039;&#9996;&#65039;
True,Miley Cyrus just wants to hump things and smoke weed with her retarded ass.
True,"Miley Cyrus went from a a singer who had her t.v show to a stripper who can't rap,she need a big ass and tiddy and she will be dat bitch"
True,Miley cyrus kinda looks like a retarded care bear....
